index	cname	code	exp	memo	unit
102	租赁和商务服务业私营企业和个体就业人员	A040207	就业人员数是指在16周岁及以上，从事一定社会劳动并取得劳动报酬或经营收入的人员。就业人员包括：(1)职工、(2)再就业的离退休人员、(3)私营业主、(4)个体户主、(5)私营企业和个体就业人员、(6)乡镇企业就业人员、(7)农村就业人员、(8)其他就业人员。第一产业是指农、林、牧、渔业。	全国就业人员1990年及以后的数据根据劳动力调查、人口普查推算，2001年及以后数据根据第六次人口普查数据重新修订。||城镇单位数据不含私营单位。||2012年行业采用新的分类标准，与前期不可比。	万人
103	居民服务和其他服务业私营企业和个体就业人员	A040208	就业人员数是指在16周岁及以上，从事一定社会劳动并取得劳动报酬或经营收入的人员。就业人员包括：(1)职工、(2)再就业的离退休人员、(3)私营业主、(4)个体户主、(5)私营企业和个体就业人员、(6)乡镇企业就业人员、(7)农村就业人员、(8)其他就业人员。第一产业是指农、林、牧、渔业。	全国就业人员1990年及以后的数据根据劳动力调查、人口普查推算，2001年及以后数据根据第六次人口普查数据重新修订。||城镇单位数据不含私营单位。||2012年行业采用新的分类标准，与前期不可比。	万人
104	城镇私营企业和个体就业人员	A040301	城镇私营就业人员指在工商管理部门注册登记，其经营地址设在县城关镇(含县城关镇)以上的私营企业就业人员，包括私营企业投资者和雇工。城镇个体就业人员指在工商管理部门注册登记，并持有城镇户口或在城镇长期居住，经批准从事个体工商经营的就业人员，包括个体经营者和在个体工商户劳动的家庭帮工和雇工。	全国就业人员1990年及以后的数据根据劳动力调查、人口普查推算，2001年及以后数据根据第六次人口普查数据重新修订。||城镇单位数据不含私营单位。||2012年行业采用新的分类标准，与前期不可比。	万人
105	制造业城镇私营企业和个体就业人员	A040302	城镇私营就业人员指在工商管理部门注册登记，其经营地址设在县城关镇(含县城关镇)以上的私营企业就业人员，包括私营企业投资者和雇工。城镇个体就业人员指在工商管理部门注册登记，并持有城镇户口或在城镇长期居住，经批准从事个体工商经营的就业人员，包括个体经营者和在个体工商户劳动的家庭帮工和雇工。	全国就业人员1990年及以后的数据根据劳动力调查、人口普查推算，2001年及以后数据根据第六次人口普查数据重新修订。||城镇单位数据不含私营单位。||2012年行业采用新的分类标准，与前期不可比。	万人
106	建筑业城镇私营企业和个体就业人员	A040303	城镇私营就业人员指在工商管理部门注册登记，其经营地址设在县城关镇(含县城关镇)以上的私营企业就业人员，包括私营企业投资者和雇工。城镇个体就业人员指在工商管理部门注册登记，并持有城镇户口或在城镇长期居住，经批准从事个体工商经营的就业人员，包括个体经营者和在个体工商户劳动的家庭帮工和雇工。	全国就业人员1990年及以后的数据根据劳动力调查、人口普查推算，2001年及以后数据根据第六次人口普查数据重新修订。||城镇单位数据不含私营单位。||2012年行业采用新的分类标准，与前期不可比。	万人
107	交通运输、仓储和邮政业城镇私营企业和个体就业人员	A040304	城镇私营就业人员指在工商管理部门注册登记，其经营地址设在县城关镇(含县城关镇)以上的私营企业就业人员，包括私营企业投资者和雇工。城镇个体就业人员指在工商管理部门注册登记，并持有城镇户口或在城镇长期居住，经批准从事个体工商经营的就业人员，包括个体经营者和在个体工商户劳动的家庭帮工和雇工。	全国就业人员1990年及以后的数据根据劳动力调查、人口普查推算，2001年及以后数据根据第六次人口普查数据重新修订。||城镇单位数据不含私营单位。||2012年行业采用新的分类标准，与前期不可比。	万人
108	批发和零售业城镇私营企业和个体就业人员	A040305	城镇私营就业人员指在工商管理部门注册登记，其经营地址设在县城关镇(含县城关镇)以上的私营企业就业人员，包括私营企业投资者和雇工。城镇个体就业人员指在工商管理部门注册登记，并持有城镇户口或在城镇长期居住，经批准从事个体工商经营的就业人员，包括个体经营者和在个体工商户劳动的家庭帮工和雇工。	全国就业人员1990年及以后的数据根据劳动力调查、人口普查推算，2001年及以后数据根据第六次人口普查数据重新修订。||城镇单位数据不含私营单位。||2012年行业采用新的分类标准，与前期不可比。	万人
109	住宿和餐饮业城镇私营企业和个体就业人员	A040306	城镇私营就业人员指在工商管理部门注册登记，其经营地址设在县城关镇(含县城关镇)以上的私营企业就业人员，包括私营企业投资者和雇工。城镇个体就业人员指在工商管理部门注册登记，并持有城镇户口或在城镇长期居住，经批准从事个体工商经营的就业人员，包括个体经营者和在个体工商户劳动的家庭帮工和雇工。	全国就业人员1990年及以后的数据根据劳动力调查、人口普查推算，2001年及以后数据根据第六次人口普查数据重新修订。||城镇单位数据不含私营单位。||2012年行业采用新的分类标准，与前期不可比。	万人
110	租赁和商务服务业城镇私营企业和个体就业人员	A040307	城镇私营就业人员指在工商管理部门注册登记，其经营地址设在县城关镇(含县城关镇)以上的私营企业就业人员，包括私营企业投资者和雇工。城镇个体就业人员指在工商管理部门注册登记，并持有城镇户口或在城镇长期居住，经批准从事个体工商经营的就业人员，包括个体经营者和在个体工商户劳动的家庭帮工和雇工。	全国就业人员1990年及以后的数据根据劳动力调查、人口普查推算，2001年及以后数据根据第六次人口普查数据重新修订。||城镇单位数据不含私营单位。||2012年行业采用新的分类标准，与前期不可比。	万人
111	居民服务和其他服务业城镇私营企业和个体就业人员	A040308	城镇私营就业人员指在工商管理部门注册登记，其经营地址设在县城关镇(含县城关镇)以上的私营企业就业人员，包括私营企业投资者和雇工。城镇个体就业人员指在工商管理部门注册登记，并持有城镇户口或在城镇长期居住，经批准从事个体工商经营的就业人员，包括个体经营者和在个体工商户劳动的家庭帮工和雇工。	全国就业人员1990年及以后的数据根据劳动力调查、人口普查推算，2001年及以后数据根据第六次人口普查数据重新修订。||城镇单位数据不含私营单位。||2012年行业采用新的分类标准，与前期不可比。	万人
